n,tempo_segundos
516000,0.030000
517000,0.031000
518000,0.030000
519000,0.029000
520000,0.030000
521000,0.029000
522000,0.030000
523000,0.031000
524000,0.029000
525000,0.030000
526000,0.031000
527000,0.030000
528000,0.029000
529000,0.031000
530000,0.030000
531000,0.031000
532000,0.031000
533000,0.032000
534000,0.032000
535000,0.030000
536000,0.032000
537000,0.030000
538000,0.031000
539000,0.032000
540000,0.030000
541000,0.029000
542000,0.030000
543000,0.031000
544000,0.032000
545000,0.031000
546000,0.033000
547000,0.033000
548000,0.032000
549000,0.032000
550000,0.031000
551000,0.031000
552000,0.031000
553000,0.031000
554000,0.032000
555000,0.033000
556000,0.032000
557000,0.031000
558000,0.034000
559000,0.032000
560000,0.031000
561000,0.033000
562000,0.032000
563000,0.032000
564000,0.031000
565000,0.032000
566000,0.032000
567000,0.033000
568000,0.032000
569000,0.033000
570000,0.033000
571000,0.030000
572000,0.032000
573000,0.032000
574000,0.033000
575000,0.031000
576000,0.033000
577000,0.033000
578000,0.033000
579000,0.034000
580000,0.034000
581000,0.033000
582000,0.032000
583000,0.036000
584000,0.036000
585000,0.034000
586000,0.035000
587000,0.034000
588000,0.033000
589000,0.033000
590000,0.034000
591000,0.035000
592000,0.033000
593000,0.032000
594000,0.035000
595000,0.033000
596000,0.034000
597000,0.034000
598000,0.034000
599000,0.035000
600000,0.033000
601000,0.038000
602000,0.034000
603000,0.033000
604000,0.033000
605000,0.033000
606000,0.035000
607000,0.035000
608000,0.034000
609000,0.035000
610000,0.033000
611000,0.035000
612000,0.034000
613000,0.037000
614000,0.035000
615000,0.035000
616000,0.036000
617000,0.034000
618000,0.035000
619000,0.036000
620000,0.042000
621000,0.038000
622000,0.040000
623000,0.040000
624000,0.036000
625000,0.037000
626000,0.035000
627000,0.039000
628000,0.037000
629000,0.037000
630000,0.039000
631000,0.036000
632000,0.038000
633000,0.035000
634000,0.035000
635000,0.036000
636000,0.037000
637000,0.038000
638000,0.036000
639000,0.036000
640000,0.038000
641000,0.037000
642000,0.038000
643000,0.037000
644000,0.036000
645000,0.036000
646000,0.040000
647000,0.039000
648000,0.038000
649000,0.037000
650000,0.039000
651000,0.040000
652000,0.036000
653000,0.037000
654000,0.037000
655000,0.037000
656000,0.039000
657000,0.038000
658000,0.038000
659000,0.040000
660000,0.037000
661000,0.038000
662000,0.041000
663000,0.037000
664000,0.039000
665000,0.039000
666000,0.038000
667000,0.041000
668000,0.044000
669000,0.038000
670000,0.039000
671000,0.039000
672000,0.040000
673000,0.039000
674000,0.038000
675000,0.038000
676000,0.040000
677000,0.039000
678000,0.040000
679000,0.040000
680000,0.039000
681000,0.040000
682000,0.039000
683000,0.038000
684000,0.039000
685000,0.038000
686000,0.040000
687000,0.040000
688000,0.039000
689000,0.043000
690000,0.040000
691000,0.039000
692000,0.041000
693000,0.041000
694000,0.040000
695000,0.040000
696000,0.040000
697000,0.041000
698000,0.040000
699000,0.041000
700000,0.041000
701000,0.041000
702000,0.044000
703000,0.040000
704000,0.042000
705000,0.040000
706000,0.045000
707000,0.040000
708000,0.041000
709000,0.042000
710000,0.041000
711000,0.042000
712000,0.042000
713000,0.040000
714000,0.045000
715000,0.040000
716000,0.040000
717000,0.040000
718000,0.042000
719000,0.041000
720000,0.044000
721000,0.042000
722000,0.043000
723000,0.043000
