n,tempo_segundos
516000,0.040000
517000,0.039000
518000,0.040000
519000,0.040000
520000,0.039000
521000,0.040000
522000,0.040000
523000,0.040000
524000,0.039000
525000,0.042000
526000,0.041000
527000,0.039000
528000,0.043000
529000,0.040000
530000,0.039000
531000,0.041000
532000,0.041000
533000,0.047000
534000,0.042000
535000,0.040000
536000,0.041000
537000,0.039000
538000,0.041000
539000,0.042000
540000,0.043000
541000,0.040000
542000,0.041000
543000,0.040000
544000,0.041000
545000,0.045000
546000,0.041000
547000,0.043000
548000,0.042000
549000,0.041000
550000,0.044000
551000,0.044000
552000,0.041000
553000,0.043000
554000,0.042000
555000,0.043000
556000,0.044000
557000,0.044000
558000,0.043000
559000,0.041000
560000,0.042000
561000,0.044000
562000,0.043000
563000,0.042000
564000,0.042000
565000,0.042000
566000,0.043000
567000,0.044000
568000,0.043000
569000,0.043000
570000,0.046000
571000,0.043000
572000,0.044000
573000,0.043000
574000,0.044000
575000,0.044000
576000,0.045000
577000,0.047000
578000,0.049000
579000,0.046000
580000,0.045000
581000,0.044000
582000,0.044000
583000,0.045000
584000,0.046000
585000,0.045000
586000,0.046000
587000,0.044000
588000,0.045000
589000,0.045000
590000,0.047000
591000,0.047000
592000,0.046000
593000,0.046000
594000,0.047000
595000,0.047000
596000,0.046000
597000,0.045000
598000,0.045000
599000,0.048000
600000,0.047000
601000,0.046000
602000,0.048000
603000,0.047000
604000,0.047000
605000,0.047000
606000,0.046000
607000,0.046000
608000,0.047000
609000,0.048000
610000,0.046000
611000,0.048000
612000,0.048000
613000,0.047000
614000,0.050000
615000,0.047000
616000,0.047000
617000,0.048000
618000,0.047000
619000,0.047000
620000,0.048000
621000,0.048000
622000,0.047000
623000,0.048000
624000,0.050000
625000,0.047000
626000,0.049000
627000,0.052000
628000,0.050000
629000,0.053000
630000,0.049000
631000,0.051000
632000,0.050000
633000,0.048000
634000,0.049000
635000,0.049000
636000,0.049000
637000,0.051000
638000,0.048000
639000,0.048000
640000,0.049000
641000,0.049000
642000,0.052000
643000,0.050000
644000,0.051000
645000,0.055000
646000,0.051000
647000,0.050000
648000,0.051000
649000,0.053000
650000,0.052000
651000,0.052000
652000,0.050000
653000,0.051000
654000,0.051000
655000,0.051000
656000,0.049000
657000,0.052000
658000,0.051000
659000,0.051000
660000,0.050000
661000,0.053000
662000,0.051000
663000,0.060000
664000,0.054000
665000,0.055000
666000,0.053000
667000,0.051000
668000,0.051000
669000,0.056000
670000,0.052000
671000,0.053000
672000,0.057000
673000,0.056000
674000,0.053000
675000,0.051000
676000,0.053000
677000,0.053000
678000,0.053000
679000,0.052000
680000,0.054000
681000,0.054000
682000,0.053000
683000,0.053000
684000,0.053000
685000,0.053000
686000,0.056000
687000,0.055000
688000,0.055000
689000,0.054000
690000,0.054000
691000,0.053000
692000,0.054000
693000,0.055000
694000,0.054000
695000,0.056000
696000,0.057000
697000,0.055000
698000,0.055000
699000,0.055000
700000,0.057000
701000,0.057000
702000,0.056000
703000,0.053000
704000,0.055000
705000,0.058000
706000,0.059000
707000,0.056000
708000,0.057000
709000,0.057000
710000,0.056000
711000,0.054000
712000,0.056000
713000,0.057000
714000,0.057000
715000,0.056000
716000,0.056000
717000,0.057000
718000,0.055000
719000,0.059000
720000,0.058000
721000,0.056000
722000,0.056000
723000,0.058000
